id,name,entity_description,picturedescription,location_name,polygon_center_point
1066,Teodorović Djordje (1830-1889),"Djordje Teodorović (Georg Ritter Theodorovich) (1830-1889) von Maligrad, General Major, Knight of the Leopold Order and Order of the Iron Crown 3rdgrade (Eiserne Krone), was decorated also with the Military Order of Merit with War decoration (Verdienst Kreuz mit Kriegsdecoration). Teodorović died in his appartment in Margaretenstrasse 10 on 19 April 1889 in the age of 59.He was buried on Vienna Central cemetery. ","Grave stone of General Teodorović in Central cemetery, Vienna.",Location of Apartment of of General Major Djordje Teodorović,16.366119235754013 48.197435631886414
1066,Teodorović Djordje (1830-1889),"Djordje Teodorović (Georg Ritter Theodorovich) (1830-1889) von Maligrad, General Major, Knight of the Leopold Order and Order of the Iron Crown 3rdgrade (Eiserne Krone), was decorated also with the Military Order of Merit with War decoration (Verdienst Kreuz mit Kriegsdecoration). Teodorović died in his appartment in Margaretenstrasse 10 on 19 April 1889 in the age of 59.He was buried on Vienna Central cemetery. ","Grave stone of General Teodorović in Central cemetery, Vienna - detail.",Location of Apartment of of General Major Djordje Teodorović,16.366119235754013 48.197435631886414
179,Obrenović Mihailo Prince (1823-1868),"Prince Mihailo Obrenović was born on 16 September 1823 in Kragujevac. He was Prince of Serbia from 1838 to 1842, and after his exile from 1860 to assassination on 10 June 1868 in Belgrade. His second rule was characterized by the liberation of Serbian cities from Ottoman garrisons, which was a great diplomatic effort. It was also his idea to create a Balkan Federation against the Ottoman Empire. Mihailo Obrenović was an enlightened ruler who travelled through Europe during his period of exile (1844-1850). He wanted to incorporate many of western European achievements in Serbian society. He died childless in 1868.  He was succeeded by his cousin, Milan Obrenović, whose grandfather was Jevrem Obrenović, a brother of Prince Miloš and Prince Mihailo´s uncle.  
Prince Mihailo lived in Vienna with some interruptions between 1843 and 1860.  He was the friend and supporter of all Serbian poets and writers in Vienna, starting with Vuk Karadžić (on whose recommendation the Prince traveled through the German states and met Leopold von Ranke and Jacob Grimm), then Anastas Jovanović, Djura Daničić, Branko Radičević, etc.  In July 1853 Djura Daničić returned to Vienna on the Prince´s invitation to be a Serbian language teacher for the Princess Julie.He stayed there until 1856. 
Prince Mihailo was also best man and godfather of the General Major Djordje Stratimirović family in Vienna.  On 10 May 1854 Prince was best man at the Stratimirović’s wedding in the Church of Holly Trinity, and then he and later Prince/King Milan were godfathers of the Stratimirović children.  There are also several compositions of a famous Austrian composers which are dedicated to Prince Mihailo: Johann Strauss Son op. 14 “Serben Quadrille” from 1846 ; Phillip Fahrbach Senior op. 151 “Serben Polka” from 1853  and Johann Dubez Op. 17 “Divertissement sur des motifs de l'Opéra: Ernani pour la Zither”. He married Countess Julie Hunyadi in Vienna on August 1853. His best man was the Russian diplomat Mayendorf. Austrian newspapers wrote that the Prince was dressed in national costume and had a saber with diamonds worth 80,000 florins. On the other side the Princess wore a diamond diadem. They lived in thhe “Obrenovic Palais” in Vienna and “Ivanka” castle near Bratislava. They separated by a signed agreement on 18 November 1865. The house in Vienna (estimated on 100,000 ducats) and also “Ivanka” became a property of the Princess as well as a yearly amount of 5,500 ducats.  
","Wedding of the Prince Mihailo with Julia Hunyadi in the Russian chapelle in Vienna, 1 August 1853. Litography of Anastas Jovanović 1853.

AJ 271 Muzej Grada Beograda",Location of Fetzer guesthouse,16.380725791677801 48.212544404266303
179,Obrenović Mihailo Prince (1823-1868),"Prince Mihailo Obrenović was born on 16 September 1823 in Kragujevac. He was Prince of Serbia from 1838 to 1842, and after his exile from 1860 to assassination on 10 June 1868 in Belgrade. His second rule was characterized by the liberation of Serbian cities from Ottoman garrisons, which was a great diplomatic effort. It was also his idea to create a Balkan Federation against the Ottoman Empire. Mihailo Obrenović was an enlightened ruler who travelled through Europe during his period of exile (1844-1850). He wanted to incorporate many of western European achievements in Serbian society. He died childless in 1868.  He was succeeded by his cousin, Milan Obrenović, whose grandfather was Jevrem Obrenović, a brother of Prince Miloš and Prince Mihailo´s uncle.  
Prince Mihailo lived in Vienna with some interruptions between 1843 and 1860.  He was the friend and supporter of all Serbian poets and writers in Vienna, starting with Vuk Karadžić (on whose recommendation the Prince traveled through the German states and met Leopold von Ranke and Jacob Grimm), then Anastas Jovanović, Djura Daničić, Branko Radičević, etc.  In July 1853 Djura Daničić returned to Vienna on the Prince´s invitation to be a Serbian language teacher for the Princess Julie.He stayed there until 1856. 
Prince Mihailo was also best man and godfather of the General Major Djordje Stratimirović family in Vienna.  On 10 May 1854 Prince was best man at the Stratimirović’s wedding in the Church of Holly Trinity, and then he and later Prince/King Milan were godfathers of the Stratimirović children.  There are also several compositions of a famous Austrian composers which are dedicated to Prince Mihailo: Johann Strauss Son op. 14 “Serben Quadrille” from 1846 ; Phillip Fahrbach Senior op. 151 “Serben Polka” from 1853  and Johann Dubez Op. 17 “Divertissement sur des motifs de l'Opéra: Ernani pour la Zither”. He married Countess Julie Hunyadi in Vienna on August 1853. His best man was the Russian diplomat Mayendorf. Austrian newspapers wrote that the Prince was dressed in national costume and had a saber with diamonds worth 80,000 florins. On the other side the Princess wore a diamond diadem. They lived in thhe “Obrenovic Palais” in Vienna and “Ivanka” castle near Bratislava. They separated by a signed agreement on 18 November 1865. The house in Vienna (estimated on 100,000 ducats) and also “Ivanka” became a property of the Princess as well as a yearly amount of 5,500 ducats.  
","Wedding of the Prince Mihailo with Julia Hunyadi in the Russian chapelle in Vienna, 1 August 1853. Litography of Anastas Jovanović 1853.

AJ 271 Muzej Grada Beograda",Location of Theater in der Josefstadt Sträußelsäle,16.351006915792823 48.209734626217241
179,Obrenović Mihailo Prince (1823-1868),"Prince Mihailo Obrenović was born on 16 September 1823 in Kragujevac. He was Prince of Serbia from 1838 to 1842, and after his exile from 1860 to assassination on 10 June 1868 in Belgrade. His second rule was characterized by the liberation of Serbian cities from Ottoman garrisons, which was a great diplomatic effort. It was also his idea to create a Balkan Federation against the Ottoman Empire. Mihailo Obrenović was an enlightened ruler who travelled through Europe during his period of exile (1844-1850). He wanted to incorporate many of western European achievements in Serbian society. He died childless in 1868.  He was succeeded by his cousin, Milan Obrenović, whose grandfather was Jevrem Obrenović, a brother of Prince Miloš and Prince Mihailo´s uncle.  
Prince Mihailo lived in Vienna with some interruptions between 1843 and 1860.  He was the friend and supporter of all Serbian poets and writers in Vienna, starting with Vuk Karadžić (on whose recommendation the Prince traveled through the German states and met Leopold von Ranke and Jacob Grimm), then Anastas Jovanović, Djura Daničić, Branko Radičević, etc.  In July 1853 Djura Daničić returned to Vienna on the Prince´s invitation to be a Serbian language teacher for the Princess Julie.He stayed there until 1856. 
Prince Mihailo was also best man and godfather of the General Major Djordje Stratimirović family in Vienna.  On 10 May 1854 Prince was best man at the Stratimirović’s wedding in the Church of Holly Trinity, and then he and later Prince/King Milan were godfathers of the Stratimirović children.  There are also several compositions of a famous Austrian composers which are dedicated to Prince Mihailo: Johann Strauss Son op. 14 “Serben Quadrille” from 1846 ; Phillip Fahrbach Senior op. 151 “Serben Polka” from 1853  and Johann Dubez Op. 17 “Divertissement sur des motifs de l'Opéra: Ernani pour la Zither”. He married Countess Julie Hunyadi in Vienna on August 1853. His best man was the Russian diplomat Mayendorf. Austrian newspapers wrote that the Prince was dressed in national costume and had a saber with diamonds worth 80,000 florins. On the other side the Princess wore a diamond diadem. They lived in thhe “Obrenovic Palais” in Vienna and “Ivanka” castle near Bratislava. They separated by a signed agreement on 18 November 1865. The house in Vienna (estimated on 100,000 ducats) and also “Ivanka” became a property of the Princess as well as a yearly amount of 5,500 ducats.  
","Wedding of the Prince Mihailo with Julia Hunyadi in the Russian chapelle in Vienna, 1 August 1853. Litography of Anastas Jovanović 1853.

AJ 271 Muzej Grada Beograda",Location of Obrenović-Palais,16.381144216284156 48.199169768304792
179,Obrenović Mihailo Prince (1823-1868),"Prince Mihailo Obrenović was born on 16 September 1823 in Kragujevac. He was Prince of Serbia from 1838 to 1842, and after his exile from 1860 to assassination on 10 June 1868 in Belgrade. His second rule was characterized by the liberation of Serbian cities from Ottoman garrisons, which was a great diplomatic effort. It was also his idea to create a Balkan Federation against the Ottoman Empire. Mihailo Obrenović was an enlightened ruler who travelled through Europe during his period of exile (1844-1850). He wanted to incorporate many of western European achievements in Serbian society. He died childless in 1868.  He was succeeded by his cousin, Milan Obrenović, whose grandfather was Jevrem Obrenović, a brother of Prince Miloš and Prince Mihailo´s uncle.  
Prince Mihailo lived in Vienna with some interruptions between 1843 and 1860.  He was the friend and supporter of all Serbian poets and writers in Vienna, starting with Vuk Karadžić (on whose recommendation the Prince traveled through the German states and met Leopold von Ranke and Jacob Grimm), then Anastas Jovanović, Djura Daničić, Branko Radičević, etc.  In July 1853 Djura Daničić returned to Vienna on the Prince´s invitation to be a Serbian language teacher for the Princess Julie.He stayed there until 1856. 
Prince Mihailo was also best man and godfather of the General Major Djordje Stratimirović family in Vienna.  On 10 May 1854 Prince was best man at the Stratimirović’s wedding in the Church of Holly Trinity, and then he and later Prince/King Milan were godfathers of the Stratimirović children.  There are also several compositions of a famous Austrian composers which are dedicated to Prince Mihailo: Johann Strauss Son op. 14 “Serben Quadrille” from 1846 ; Phillip Fahrbach Senior op. 151 “Serben Polka” from 1853  and Johann Dubez Op. 17 “Divertissement sur des motifs de l'Opéra: Ernani pour la Zither”. He married Countess Julie Hunyadi in Vienna on August 1853. His best man was the Russian diplomat Mayendorf. Austrian newspapers wrote that the Prince was dressed in national costume and had a saber with diamonds worth 80,000 florins. On the other side the Princess wore a diamond diadem. They lived in thhe “Obrenovic Palais” in Vienna and “Ivanka” castle near Bratislava. They separated by a signed agreement on 18 November 1865. The house in Vienna (estimated on 100,000 ducats) and also “Ivanka” became a property of the Princess as well as a yearly amount of 5,500 ducats.  
","Wedding of the Prince Mihailo with Julia Hunyadi in the Russian chapelle in Vienna, 1 August 1853. Litography of Anastas Jovanović 1853.

AJ 271 Muzej Grada Beograda","Location of Graziensälen, „Zur goldenen Birne“",16.389400055631995 48.203960870691134
399,Nikolić de Rudna Jelisaveta-Savka  (1814–1848),"Jelisaveta-Savka Nikolić (born Obrenović) (1814-1848) was the daughter of the Serbian Prince Miloš Obrenović. She married Jovan Nikolić de Rudna on 16 October 1831. Jelisaveta-Savka died on 23 September 1848 and was buried on 30 September in tomb no. 4 in the first row at the Orthodox part of the St. Marx cemetery. She died in the house Leopoldstadt No.579 (today Praterstraße 8). On the same cemetery were buried her two sons: the first died after the birth on 14 January 1847 and the Mladen, second in 1849.Then they were transferred on 4 August 1881 to Vöslau and after that to the landed property of Rudna (now days Romania). ",http://www.descopera-romania.ro/timisul-nobiliar-familia-nikolics-castelul-rudna/,Location of Tomb of Nikolić de Rudna family on St. Marx Cemetery,16.401309063658118 48.181284988099939
399,Nikolić de Rudna Jelisaveta-Savka  (1814–1848),"Jelisaveta-Savka Nikolić (born Obrenović) (1814-1848) was the daughter of the Serbian Prince Miloš Obrenović. She married Jovan Nikolić de Rudna on 16 October 1831. Jelisaveta-Savka died on 23 September 1848 and was buried on 30 September in tomb no. 4 in the first row at the Orthodox part of the St. Marx cemetery. She died in the house Leopoldstadt No.579 (today Praterstraße 8). On the same cemetery were buried her two sons: the first died after the birth on 14 January 1847 and the Mladen, second in 1849.Then they were transferred on 4 August 1881 to Vöslau and after that to the landed property of Rudna (now days Romania). ",http://www.descopera-romania.ro/timisul-nobiliar-familia-nikolics-castelul-rudna/,Location of Fetzer guesthouse,16.380725791677801 48.212544404266303
127,Obrenović Milan I King (1854-1901),"Milan Obrenović was a ruling Prince (1868-1882) and King of Serbia (1882-1889). He was born in Mărășești on 22 August 1854. He suceeded his cousin Prince Mihailo in 1868. During his rule, after two Serbian-Ottoman Wars (1876-1878), Serbia became an independent state, internationally recognized by the Treaty of Berlin (1878). It was also a period of modernization. He abdicated in 1889, and his 13 year old son Aleksandar became King. After the abdication King Milan lived in Paris and in 1897 returned to Serbia, where he was installed as the commander-in-chief of the Serbian army. After a disagreement on his son´s wedding with Draga Mašin he left Serbia. He settled in Vienna, where he died on 11 February 1901.
He was a close friend of the Austrian Emperor Franz Joseph I, who awarded Milan on 7 January 1870 with the Grand Cordon of The Austrian Imperial Order of Leopold (Großkreuz des Leopoldordens). Also the 97th Infanterie Regiment of the Austro-Hungarian Army was named after him in 1883 (until 1892) (Küstenländisch-krainerisches Infanterieregiment Nr. 97). There are several compositions of Austrian composers, which were dedicated to King Milan: Philipp Fahrbach Junior dedicated two compositions to King Milan and Queen Natalija (1884), Anton Riedl the “King Milan March” (1885), and three songs by Carl Streitmann (1887).  
From autumn 1900 he lived in Vienna, firstly in the Hotel Imperial and then in an apartment in Johannesgasse 16. Here, on 11 February 1901 King Milan died. 
","Photograph of King Milan I Obrenović

Cf. https://commons.wikimedia.org/wiki/File:Exk%C3%B6nig_Milan_(Wiener_Bilder_1901).png",Location of Serbian Orthodox Church of Saint Sava in Veithgasse ,16.379763213487081 48.198659234714199
127,Obrenović Milan I King (1854-1901),"Milan Obrenović was a ruling Prince (1868-1882) and King of Serbia (1882-1889). He was born in Mărășești on 22 August 1854. He suceeded his cousin Prince Mihailo in 1868. During his rule, after two Serbian-Ottoman Wars (1876-1878), Serbia became an independent state, internationally recognized by the Treaty of Berlin (1878). It was also a period of modernization. He abdicated in 1889, and his 13 year old son Aleksandar became King. After the abdication King Milan lived in Paris and in 1897 returned to Serbia, where he was installed as the commander-in-chief of the Serbian army. After a disagreement on his son´s wedding with Draga Mašin he left Serbia. He settled in Vienna, where he died on 11 February 1901.
He was a close friend of the Austrian Emperor Franz Joseph I, who awarded Milan on 7 January 1870 with the Grand Cordon of The Austrian Imperial Order of Leopold (Großkreuz des Leopoldordens). Also the 97th Infanterie Regiment of the Austro-Hungarian Army was named after him in 1883 (until 1892) (Küstenländisch-krainerisches Infanterieregiment Nr. 97). There are several compositions of Austrian composers, which were dedicated to King Milan: Philipp Fahrbach Junior dedicated two compositions to King Milan and Queen Natalija (1884), Anton Riedl the “King Milan March” (1885), and three songs by Carl Streitmann (1887).  
From autumn 1900 he lived in Vienna, firstly in the Hotel Imperial and then in an apartment in Johannesgasse 16. Here, on 11 February 1901 King Milan died. 
","Photograph of King Milan I Obrenović

Cf. https://commons.wikimedia.org/wiki/File:Exk%C3%B6nig_Milan_(Wiener_Bilder_1901).png",Location of Sacher Hotel,16.36998327091441 48.204019862714354
127,Obrenović Milan I King (1854-1901),"Milan Obrenović was a ruling Prince (1868-1882) and King of Serbia (1882-1889). He was born in Mărășești on 22 August 1854. He suceeded his cousin Prince Mihailo in 1868. During his rule, after two Serbian-Ottoman Wars (1876-1878), Serbia became an independent state, internationally recognized by the Treaty of Berlin (1878). It was also a period of modernization. He abdicated in 1889, and his 13 year old son Aleksandar became King. After the abdication King Milan lived in Paris and in 1897 returned to Serbia, where he was installed as the commander-in-chief of the Serbian army. After a disagreement on his son´s wedding with Draga Mašin he left Serbia. He settled in Vienna, where he died on 11 February 1901.
He was a close friend of the Austrian Emperor Franz Joseph I, who awarded Milan on 7 January 1870 with the Grand Cordon of The Austrian Imperial Order of Leopold (Großkreuz des Leopoldordens). Also the 97th Infanterie Regiment of the Austro-Hungarian Army was named after him in 1883 (until 1892) (Küstenländisch-krainerisches Infanterieregiment Nr. 97). There are several compositions of Austrian composers, which were dedicated to King Milan: Philipp Fahrbach Junior dedicated two compositions to King Milan and Queen Natalija (1884), Anton Riedl the “King Milan March” (1885), and three songs by Carl Streitmann (1887).  
From autumn 1900 he lived in Vienna, firstly in the Hotel Imperial and then in an apartment in Johannesgasse 16. Here, on 11 February 1901 King Milan died. 
","Photograph of King Milan I Obrenović

Cf. https://commons.wikimedia.org/wiki/File:Exk%C3%B6nig_Milan_(Wiener_Bilder_1901).png",Location of Imperial Hotel,16.373061303309349 48.201075536429599
127,Obrenović Milan I King (1854-1901),"Milan Obrenović was a ruling Prince (1868-1882) and King of Serbia (1882-1889). He was born in Mărășești on 22 August 1854. He suceeded his cousin Prince Mihailo in 1868. During his rule, after two Serbian-Ottoman Wars (1876-1878), Serbia became an independent state, internationally recognized by the Treaty of Berlin (1878). It was also a period of modernization. He abdicated in 1889, and his 13 year old son Aleksandar became King. After the abdication King Milan lived in Paris and in 1897 returned to Serbia, where he was installed as the commander-in-chief of the Serbian army. After a disagreement on his son´s wedding with Draga Mašin he left Serbia. He settled in Vienna, where he died on 11 February 1901.
He was a close friend of the Austrian Emperor Franz Joseph I, who awarded Milan on 7 January 1870 with the Grand Cordon of The Austrian Imperial Order of Leopold (Großkreuz des Leopoldordens). Also the 97th Infanterie Regiment of the Austro-Hungarian Army was named after him in 1883 (until 1892) (Küstenländisch-krainerisches Infanterieregiment Nr. 97). There are several compositions of Austrian composers, which were dedicated to King Milan: Philipp Fahrbach Junior dedicated two compositions to King Milan and Queen Natalija (1884), Anton Riedl the “King Milan March” (1885), and three songs by Carl Streitmann (1887).  
From autumn 1900 he lived in Vienna, firstly in the Hotel Imperial and then in an apartment in Johannesgasse 16. Here, on 11 February 1901 King Milan died. 
","Photograph of King Milan I Obrenović

Cf. https://commons.wikimedia.org/wiki/File:Exk%C3%B6nig_Milan_(Wiener_Bilder_1901).png",Location of King Milan Apartment ,16.37565983993618 48.203498651622198
193,Obrenović Julie Princess (1831-1919),"Princess Julie Obrenović  was born in the Hungarian Count Hunyadi family in Vienna on 16 August 1831. She was married to the Serbian Prince Mihailo Obrenović from 1853 until they separated in 1865. However, they stayed formal in marriage because of the church rules. After prince Mihailo died in 1868, she married in 1876 a second time Prince Karl Arenberg (18341-1896). She lived most of the time between Vienna, “Ivanka”  and their property in Belgium. She was the owner of The Order of the Starry Cross (Sternkreuzordensdame) since 1895. She spent in Vienna the last years of her life, where she died on 19 February 1919. ","Painting of Princess Julie Obrenović

Cf. https://sr.wikipedia.org/wiki/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:Hunyady_J%C3%BAlia_szerb_fejedelemn%C3%A9.jpg",Location of Russian legation in Vienna,16.371148462438185 48.203619430084601
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian uprising, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous Principality within the Ottoman Empire. During his reign the modernization of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution 1835, church reforms etc.).
He lived in Vienna with interruption between 1841 and 1858. In this period he had social contacts not only with all significant Viennese Serbs (Vuk Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but with other significant Slavs and Orthodox peoples as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian priest Rajevski.
","Painting of Prince Miloš Obrenović from 1848.

Cf. https://en.wikipedia.org/wiki/File:MilosObrenovic_1848.jpg","Location of ""zum Fürsten Milosch"" silk store",16.370059400843303 48.208137412260612
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian uprising, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous Principality within the Ottoman Empire. During his reign the modernization of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution 1835, church reforms etc.).
He lived in Vienna with interruption between 1841 and 1858. In this period he had social contacts not only with all significant Viennese Serbs (Vuk Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but with other significant Slavs and Orthodox peoples as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian priest Rajevski.
","Painting of Prince Miloš Obrenović from 1848.

Cf. https://en.wikipedia.org/wiki/File:MilosObrenovic_1848.jpg",Location of House of Prince Miloš Obrenović in Untere Donaustrasse,16.383621990663578 48.212811499069851
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian uprising, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous Principality within the Ottoman Empire. During his reign the modernization of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution 1835, church reforms etc.).
He lived in Vienna with interruption between 1841 and 1858. In this period he had social contacts not only with all significant Viennese Serbs (Vuk Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but with other significant Slavs and Orthodox peoples as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian priest Rajevski.
","Painting of Prince Miloš Obrenović from 1848.

Cf. https://en.wikipedia.org/wiki/File:MilosObrenovic_1848.jpg",Location of House of Prince Miloš Obrenović in Landstraßer Hauptstraße ,16.393507289401519 48.1996854366772
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian uprising, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous Principality within the Ottoman Empire. During his reign the modernization of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution 1835, church reforms etc.).
He lived in Vienna with interruption between 1841 and 1858. In this period he had social contacts not only with all significant Viennese Serbs (Vuk Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but with other significant Slavs and Orthodox peoples as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian priest Rajevski.
","Painting of Prince Miloš Obrenović from 1848.

Cf. https://en.wikipedia.org/wiki/File:MilosObrenovic_1848.jpg",Location of House of Prince Miloš Obrenović in Annagasse ,16.372218773702183 48.204133266038255
104,Obrenović Miloš Prince (1780-1860),"Prince Miloš Obrenović (1780-1860) was the leader of the Second Serbian uprising, ruler of Serbia (1815-1839 and 1858-1860) and founder of the Obrenović Dynasty. Under his rule Serbia became an autonomous Principality within the Ottoman Empire. During his reign the modernization of Serbia had begun through numerous reforms (first schools, courts, administration, publishing houses, the first Constitution 1835, church reforms etc.).
He lived in Vienna with interruption between 1841 and 1858. In this period he had social contacts not only with all significant Viennese Serbs (Vuk Karadžić, Branko Radičević, Anastas Jovanović, Djura Daničić...), but with other significant Slavs and Orthodox peoples as well – especially with the Greek families Sina, Dumba and Tirka and with the Russian priest Rajevski.
","Painting of Prince Miloš Obrenović from 1848.

Cf. https://en.wikipedia.org/wiki/File:MilosObrenovic_1848.jpg",Location of House of Prince Miloš Obrenović in Hietzing,16.294309124343538 48.184123934182701
578, Karadjordjević Persida Princess  (1813-1873) ,"Princess Persida Karadjordjević (1813-1873) was a daughter of Jevrem Nenadović, from the famous Nenadović family in Brankovina, Serbia. She was married to Prince Alexander from 1830 and they had four sons and six daughters.   Their oldest son was Peter, the future King of Serbia (1904-1921). After 1858 she lived with her family in Timisoara until 1870, when she moved to Vienna and where she died on 29 March 1873 at the age of 60.","Anastas Jovanović salt print of the Princess Persida Karadjordjević, mid 19th century.

AJ 520 Muzej Grada Beograda.",Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
578, Karadjordjević Persida Princess  (1813-1873) ,"Princess Persida Karadjordjević (1813-1873) was a daughter of Jevrem Nenadović, from the famous Nenadović family in Brankovina, Serbia. She was married to Prince Alexander from 1830 and they had four sons and six daughters.   Their oldest son was Peter, the future King of Serbia (1904-1921). After 1858 she lived with her family in Timisoara until 1870, when she moved to Vienna and where she died on 29 March 1873 at the age of 60.","Anastas Jovanović salt print of the Princess Persida Karadjordjević, mid 19th century.

AJ 520 Muzej Grada Beograda.",Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
681,Davidović Dimitrije (1789-1838),"Dimitrije Davidović was a journalist, publisher and writer in Vienna from 1812 to 1821. After his return to Serbia he was the secretary of Prince Miloš Obrenović, Minister of Education and diplomat. In 1835 he was the creator of the first Serbian constitution. He was also publisher and editor of the “Novine Srbske” in Serbia 1834-1835.
Davidović’s father, Gavrilo Georgijević was a priest in the Orthodox chapel of St.George in Vienna. Davidović took his last name after his grandfather, David Georgijević, who was a teacher and priest in Zemun and Sremski Karlovci.  Davidović came to Vienna together with Frušić in autmn 1812. They were both students of medicine. Supported by Jernej Kopitar, the imperial censor for Slavic languages, they started to publish the Serbian newspaper “Novine serbske” in 1813. Davidović and Frušić were the owners, editors and publishers of this newspaper, which was published until February 1822. During the Viennese Congress in 1814 they helped to the Serbian ex Minister Matija Nenadović a lot in order to inform the great Powers on the Serbian question.  From 1818 to 1822 Davidović had his own printing shop at Fleischmarkt 746. On 1 October 1818 he got a privilege for printing books in Oriental languages.  He left Vienna in autumn 1821 and the editor’s position to his co-worker, Petar Matić, a law student from Zemun. He married Jelisaveta-Savka Diamandi on 30 May 1817 in Pest. They lived in the house Innere Stadt 699. Jelisaveta died during childbirth on 23 May 1818 in this house at the age of 35. She was buried in the Orthodox part of St. Marx cemetery two days later, on 25 May 1818.  Their son was named Svetozar (he died in Vienna in the 1850s). Davidović married one year later his second wife, Jelena, on 26 January 1819. They had the sons Milan, Jovan (born in Vienna 1820) and a daughter Savka (born in Serbia about 1828 and died 1841).  Davidović published in Vienna his two books “Sobranie nauka svakomu čoveku nuždni” (1814) and “Dejanija k istoriji Srbskoga naroda” (1821). 

","Author. Uroš Knežević, 1834.

https://sr.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D1%98%D0%B5_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%9B#/media/File:Dimitrije_Davidovi%C4%87.jpg",Location of Schmidbauer printing house,16.369829788537913 48.204977022276879
594,Nikolajević Milica (1850-1873) ,"Milica Nikolajević (1850-1873) was daughter of Poleksija Karadjordjević (1833-1914)   and Konstantin Nikolajević (1821-1877), historian, politician and diplomat. She died in the house in Niebelungengasse 11 on 24 April 1873. She was buried on St. Marx cemetery on April 25. Her remains are still to be found there.  ",Grave of Milica Nikolajević on St. Marx cemetery. She was buried here on 25 April 1873 in tomb No. 56.,Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
594,Nikolajević Milica (1850-1873) ,"Milica Nikolajević (1850-1873) was daughter of Poleksija Karadjordjević (1833-1914)   and Konstantin Nikolajević (1821-1877), historian, politician and diplomat. She died in the house in Niebelungengasse 11 on 24 April 1873. She was buried on St. Marx cemetery on April 25. Her remains are still to be found there.  ",Grave of Milica Nikolajević on St. Marx cemetery. She was buried here on 25 April 1873 in tomb No. 56.,Location of Karadjordjević Apartment,16.36460621983214 48.202831069000098
574,Karadjordjević Aleksandar Prince (1806-1885),"Prince Alexander Karadjordjević (1806-1885) was son of Karadjordje Petrović, leader of the First Serbian Uprising (1804-1815) and founder of the Karadjordjević Dynasty. After the first rule of Prince Miloš and Mihailo Obrenović (1815-1842) Alexander was ruling Prince of Serbia from the 1842 to 1858. During his reign to reform and modernization of the Serbian state was accomplished: the foundation of new schools, Code of civil rights (1844), the foundation of National Library and National Museum etc. On December 1858, after his disagreement with Ministers, the National Assembly forced him to abdicate and at the same time elected Prince Miloš Obrenović for the Prince of Serbia.
He lived in Vienna between 1871 and 1875, when he moved to Timisoara. He lived there until the rest of his life on 3 May 1885. He was buried in Vienna St. Marx cemetery on 8 May 1885 in his uniform with all his decorations next to his wife Princess Persida.  The requiem was served by Bishop Djordje Branković and 17 other priests in the Greek church of St. George at Fleischmarkt.   From the church to the cemetery two carriages with flowers, the prince’s horse with a black robe, a carriage with the prince´s body and his crown, sword and medals were leading the solemn procession.  
",https://sr.wikipedia.org/wiki/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:PrinceAlexander_I_w.jpg,Location of Karadjordjević Apartment,16.363033716389143 48.202299119541145
