"id","name","entity_description","picture_id","picture_description","pic_url","location_name","location_description","coordinates","place_image"
"334","Milanković Bogdan (1884-1966)","Bogdan Milanković (1884-1966) was Dr of Philosophy and a musician. He was born in Dalj (today Croatia) on 31 December 1884. His brother was the famous scientist Milutin Milanković (1879-1958). After attending grammar school in Osijek (today Croatia), Bogdan Milanković studied Philosophy in Vienna since 1903. In 1904 he moved to Paris, where he finished his Romanistic studies, and then came back to Vienna, where he received the title of Dr of Philosophy in 1908. Bogdan Milanković was a corresponding member of the Serbian Academy of Sciences and Arts (SANU) since 1958. He died in Sarajevo (today Bosnia and Herzegovina), where he was Professor of music and founder of the Sarajevo Philharmonic Orchestra on 10 July 1966.","5280","https://www.sanu.ac.rs/clan/milankovic-bogdan/","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5280","Apartment of Bogdan Milanković","Here lived Bogdan Milanković (1884-1966), the brother of the famous scientist Milutin Milanković (1879-1958), in 1908.","16.370499780400234 48.197077989803546",""
"1597","Milekić von Carlowizgrad Jovan (1817-1877)","Jovan Milekić von Carlowizgrad (1817-1877) was a Serbian officer and deputy at the Serbian Church-People's Assembly in Sremski Karlovci  who was born in Sremska Mitrovica (today Serbia) in 1817. Jovan's father Djordje, a merchant from Sremska Mitrovica, was ennobled with the title ""von Carlowizgrad"" on 14 July 1850. Jovan Milekić von Carlowizgrad lived in Schleifmühlgasse 8 (1040 Vienna), where he died on 14 July 1877 and was buried two days later in the Orthodox part of the St. Marx Cemetery (1030 Vienna).","1598","Major Jovan Milekić von Carlowizgrad (1817-1877); work of Anastas Jovanović, ca. 1851.
Muzej Grada Beograda, AJ 903.","https://orthodoxes-wien.oeaw.ac.at/repository/pic/1598","Apartment of Jovan Milekić von Carlowizgrad","Here died Jovan Milekić von Carlowizgrad (1817-1877), Serbian officer, nobleman and landowner from Sremska Mitrovica (today Serbia), on 14 July 1877.","16.366199009472965 48.19686344353525","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5918"
"1597","Milekić von Carlowizgrad Jovan (1817-1877)","Jovan Milekić von Carlowizgrad (1817-1877) was a Serbian officer and deputy at the Serbian Church-People's Assembly in Sremski Karlovci  who was born in Sremska Mitrovica (today Serbia) in 1817. Jovan's father Djordje, a merchant from Sremska Mitrovica, was ennobled with the title ""von Carlowizgrad"" on 14 July 1850. Jovan Milekić von Carlowizgrad lived in Schleifmühlgasse 8 (1040 Vienna), where he died on 14 July 1877 and was buried two days later in the Orthodox part of the St. Marx Cemetery (1030 Vienna).","1598","Major Jovan Milekić von Carlowizgrad (1817-1877); work of Anastas Jovanović, ca. 1851.
Muzej Grada Beograda, AJ 903.","https://orthodoxes-wien.oeaw.ac.at/repository/pic/1598","Apartment of Jovan Milekić von Carlowizgrad","Here died Jovan Milekić von Carlowizgrad (1817-1877), Serbian officer, nobleman and landowner from Sremska Mitrovica (today Serbia), on 14 July 1877.","16.366199009472965 48.19686344353525","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5918"
"2114","Gerlović Andrija","Аndrija Gerlović was а Viennese merchant of Slavonic origin, houseowner and the owner of a café. He was partner in the Company ""Klaar et Gerlovich"" (Am Hof No. 323 ""zum weißen Hasen""). Аndrija Gerlović was the owner of the so-called ""Slavonic Café"" (also ""Café Gerlovich"") in Bauernmarkt 5 (1010 Vienna, does not exist anymore). Many prominent Viennese Slavs and among them many Serbes (e.g. Vuk Stefanović Karadžić, Djura Daničić etc.) were his guests in the 1840s.","","","","Site of the so-called ""Slavonic Café"" (also ""Café Gerlovich"")","Here was the famous ""Slavonic Café"" (also ""Café Gerlovich"") of Аndrija Gerlović, a place where prominent Slavs in Vienna, among them Vuk Stefanović Karadžić and his friends, gathered in the 1840s.","16.371891058013638 48.209799755998098",""
"1070","Jeremić Danijel (1790-1862)","Danijel Jeremić (1790-1862) was a retired Major General who spent his last years of life in Vienna. He died on 9 November 1862 at the age of 73 and was buried three days later in the Orthodox part of the St. Marx Cemetery (1030 Vienna). He lived in Singerstraße (1010 Vienna), but died in a hospital in the 19th district (""Privat-Heilanstalt zu Oberdöbling"").","","","","Privat-Heilanstalt zu Oberdöbling","Here, in the ""Privat-Heilanstalt zu Oberdöbling"" (today Heniksteinvilla), died the retired Major General Danijel Jeremić (1790-1862) on 9 November 1862 at the age of 73.","16.345632940090454 48.24166978449005","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5883"
"1306","Stratimirović Djordje (1858-1936)","Djordje Stratimirović (1858-1936) was a son of the Austrian Major General of Serbian origin and nobleman Djordje Stratimirović Ritter von Kulpin (1822-1908). He was born in Graz (today Austria) on 6 March 1858. Djordje Stratimirović was an Oberbaurat in Bukovina since 1912. He was not married and lived in the family apartment of the family Stratimirović in Klagbaumgasse 17 (1040 Vienna). Djordje Stratimirović died in Sanatorium Hera (Löblichgasse 14, 1090 Vienna) on 4 December 1936 and was buried in the family tomb next to his parents Djordje and Albina three days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna).","5173","Property of the Family Stratimirović.","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5173","Family Apartment of the Family Stratimirović","Here lived from 1894 to 1941 the family of the Austrian Major General of Serbian origin and nobleman Djordje Stratimirović Ritter von Kulpin (1822-1908).","16.364064339920027 48.191922262659205","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4451"
"1082","Gopčević Spiridon Jr. (1855-1936?)","Spiridon Gopčević Jr. (1855-1936?) was a Serbian diplomat, journalist and astronomer born in Trieste in 1855. His father was Spiridon Gopčević Sr. (1809-1861), one of the richest Serbs in the Habsburg Empire. After his father's death in 1861, the young Spiridon lived in Vienna with his mother and his sister. After attending St. Anna Jesuit school he studied at the grammar school in Melk until 1869. In 1874 and 1875 he was at the Viennese Conservatorium. Here Gopčević had financial support from General Djordje Stratimirović (1822-1908), whom Gopčević's father had helped during the Revolution of 1848 in the battle against the Hungarians. In 1875 Spiridon Gopčević Jr. took part in Montenegrin uprising against the Turks, and later he became correspondent of many Austrian newspapers. Gopčecić wrote many books and pamphlets on the history, ethnology and politics in the Balkan Peninsula. From 1886 to 1887 he was the Serbian attaché in Berlin and from 1887 to 1890 in Vienna. In 1886 he married Franziska Praskowitz in Vienna. Their son Spiridon was born in Trieste in 1883 and their daughter Danica in Vienna in 1888. Spiridon Gopčević Jr. was the owner and editor of the Viennese newspaper ""Wiener Tagespost"" from May 1890 until January 1891. He corresponded with many European artists and statesmen, amongst others with Otto von Bismarck (1815-1898), Giuseppe Garibaldi (1807-1882), William Ewart Gladstone (1809-1898) and Victor Hugo (1802-1885). In 1891 he left Vienna and moved to Celje (today Slovenia) and then in 1893 to the island of Mali Lošinj (today Croatia). There he founded the observatory named ""Manora"" and published many works in the field of Astronomy under the pseudonym Leo Brenner. Spiridon Gopčević Jr. stayed there until 1908 and published the a journal on Astronomy called ""Astronomische Rundschau"", which was issued monthly from 1899 to 1908. He travelled through the USA, Siberia, the Middle East and North Africa. From ca. 1909 to 1912 he lived in the USA and later moved to Berlin, where he stayed until the end of his life. The date of his death is unknown. The most common years which are mentioned in encyclopaedias are 1928 and 1936.","5841","https://sr.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%80%D0%B8%D0%B4%D0%BE%D0%BD_%D0%93%D0%BE%D0%BF%D1%87%D0%B5%D0%B2%D0%B8%D1%9B#/media/%D0%94%D0%B0%D1%82%D0%BE%D1%82%D0%B5%D0%BA%D0%B0:Spiridon_Gopcevic_1.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5841","Apartment of Spiridon Gopčević Jr. (1855-1936?)","Here was the last Viennese address of Spiridon Gopčević Jr. (1855-1936?) in 1891.","16.365165851328943 48.193443098041151","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4454"
"2310","Jovanović Jovan (1869-1939)","Jovan Jovanović (1869-1939) studied Law in Paris. After his graduation he returned to Belgrade. Since 1889 he was in the diplomatic service of the Kingdom of Serbia, first in Constantinople, then in the Ministry of Foreign Affairs in Belgrade. Later Jovan Jovanović was in Sofia, Athens, Cairo, Cetinje and Skoplje. From 1911 to 1912 he was Minister of Foreign Affairs. In November 1912 Jovan Jovanović became Serbian ambassador in Vienna. He stayed at this position until the beginning of the First World War (1914-1918). From 1915 until 1929 he was ambassador in London and until his retirement in Washington, DC. Later he joined the ""Agrarian Party"" (""Zemljoradnička Stranka"") and was elected several times as a member of Parliament.","2369","https://sr.wikipedia.org/wiki/%D0%88%D0%BE%D0%B2%D0%B0%D0%BD_%D0%9C._%D0%88%D0%BE%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B_%D0%9F%D0%B8%D0%B6%D0%BE%D0%BD#/media/File:Jocapizon.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2369","Serbian Legation in Vienna 1913-1914","The Serbian legation in Vienna was located at this place from 1913 to 1914.","16.370158774783135 48.194635685641202","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4698"
"2376","Subotić Jovan (1817-1886)","Jovan Subotić (1817-1886) was a Serbian politician, lawyer and writer. He studied Law in Pest (today Hungary), where he received his title of Dr in Law in 1840. After that he worked as a lawyer and editor of the Matica Srpska Yearbook (""Letopis Matice Srpske""). Jovan Subotić was the editor of Serbian school books in Vienna at the beginning of the 1850s, where he settled by invitation of the Austrian politician Leopold Graf von Thun und Hohenstein (1811-1888). Jovan Subotić married Jelisaveta Savka Subotić (1834-1918) in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt 13 (1010 Vienna) on 1 May 1851. At the wedding were present Vuk Stefanović Karadžić (1787-1864) with his family, Djordje Stojaković (1810-1863), Kornelije Stanković (1831-1865), the Russian Orthodox priest Mihail Fjodorovič Rajevski (1811-1884) and Prince Mihailo Obrenović (1823-1868). Their best men were the lawyer and official Pavle Trifunac (1796-1882) and the Viennese merchant Jovan Vladislav. Their first child Dejan was born in Vienna on 7 May 1852. From 1851 to 1853 the family lived in Vienna. Jovan Subotić supported Serbian students at that time in Vienna, for example Ilarion Ruvarac (1832-1905) and Novak Radonjić (1826-1890). His home was also always open for many Serbian students and also Viennese families.
Later Jovan Subotić became a deputy in the Sirmium County, and since 1862 he was judge in the Court of Seven in Zagreb (today Croatia). From 1865 to 1867 he was deputy and Vice-President of the Croatian Parliament, and from 1870 to 1872 editor of the newspaper ""Srpski Narod"" in Novi Sad. Jovan Subotić was also President of the Matica Srpska. He spent his last years in Zemun (today Serbia), where he died in 1886.","2405","https://commons.wikimedia.org/w/index.php?curid=12056445","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2405","Greek Orthodox Church of the Holy Trinity","The Greek Orthodox Confraternity of the Holy Trinity (Ἑλληνικὴ Κοινότης  Ἁγίας Τριάδος) was founded by the Greeks with Austrian citizenship in 1787. The Confraternity bought a house in Fleischmarkt 13 (1010 Vienna), which was transformed into a church by the architect Peter Mollner (1732-1801). The Confraternity received imperial privileges by the Habsburg emperors Joseph II (1741-1790) in 1787 and by Franz II (1768-1835) in 1796. The renovation of the Church of the Holy Trinity took place in 1833 and from 1856 to 1858. The renovation in the 1850s was mostly financed by Baron Simon von Sina (1810-1876), who donated an amount of 70,000 florins. The renowned architect Theophil von Hansen (1813-1891) created a facade and church spire in Neo-Byzantine-style, which the Viennese population called ""Das goldene Haus"" (""The Golden House""). The church's last renovation was undertaken from 1989 to 1993.
Jovan Subotić (1817-1886) and Jelisaveta Savka Subotić (1834-1918) married in the Greek Orthodox Church of the Holy Trinity on 1 May 1851. At the wedding were present Vuk Stefanović Karadžić (1787-1864) with his family, Djordje Stojaković (1810-1863), Kornelije Stanković (1831-1865), the Russian Orthodox priest Mihail Fjodorovič Rajevski (1811-1884) and Prince Mihailo Obrenović (1823-1868). Their best men were the lawyer and official Pavle Trifunac (1796-1882) and the Viennese merchant Jovan Vladislav.
On 10 May 1854 Prince Mihailo Obrenović (1823-1868) was best man at the wedding of Major General Djordje Stratimirović (1822-1908) in the Greek Orthodox Church of the Holy Trinity.
Cezar Popović (1876-1938), a Viennese architect and artist, was baptised in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt (1010 Vienna) on 21 March 1876. In 1890 a memorial service was celebrated in the church for the Austrian General and nobleman Gavrilo Rodić (1812-1890).","16.377451735754413 48.210733795233352","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5829"
"1978","Josifović Josif (1835-1885)","Josif Josifović (1835-1885), a merchant of woven goods, was the owner of the Company ""J.Josifovic"". Its address was Rotenturmstraße 29 (1010 Vienna, the building does not exist anymore). It was registered by the Commercial Court on 30 March 1877 through a dissolution of a previous company called ""Josifovits & Santa"". The Company ""Josifovits & Santa"" (""offene Gesellschaft"") was founded on 15 July 1864. Its address was Landskrongasse 1 (1010 Vienna, the building does not exist anymore), and its owners were Josif Josifović and Stephan von Santa.
Josif Josifović married Kathinka Bira. They had five children: Marija (born in Vienna on 23 July 1870), Vera Olga (born in Vienna on 10 October 1873), Emilija Milica  (born in Vienna in 1875), Vidosava (born in Vienna on 20 January 1882) and Vladislav (born in Vienna on 23 July 1877). Josif Josifović died at the age of 50 on 22 January 1885 in his last apartment at Franz Josefs Kai 35 (1010 Vienna). On 28 May 1886 his Company was dissolved by the Commercial Court because of his death.","","","","Apartment of Josif Josifović","Here died the merchant Josif Josifović (1835-1885) at the age of 50 on 22 January 1885.","16.3735911002614 48.213918851490703","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4664"
"4808","Marković Arsenije (?-1799)","Arsenije Marković (?-1799) was a sculptor and woodcarver from Novi Sad (today Serbia), who died in 1799. He created iconostases and church furnishings in Baroque and Rococo style. Arsenije Marković was hired by the Greek Catholic Church of St. Barbara (""Griechisch-katholische Kirche Sankt Barbara"", Postgasse 8-12, 1010 Vienna) to make wooden furnishings in 1775. He made the Iconostasis and the Bishop's throne in the church, which are still preserved. The paintings in the church were made by Mojsije Subotić (?-1789).","4817","Property of Pfarre St. Barbara, Wien","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4817","Greek Catholic Church of St. Barbara","Today the Greek Catholic Church of St. Barbara is the Ukrainian Greek Catholic central parish in Vienna. The building was erected from 1652 to 1654 as a seminary of the Jesuit order. After the suppression of the Jesuit order in 1773 by the Emperor Joseph II (1741-1790) and the closure of the seminary, Empress Maria Theresia (1717-1780) donated the seminary together with its church to the Greek Catholic Church in October 1775. In 1784 the seminary was abolished and a parish was installed.","16.379152803308948 48.209634529488753","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4809"
"3564","Joanović Simeon (1868-?)","Simeon von Joanović (1868-?) was a diplomat and nobleman in the Habsburg Empire. He was born in a Serbian family on 4 December 1868 in Hoher Markt 8 (1010 Vienna) and was baptised in the Greek Orthodox Church of the Holy Trinity in Fleischmarkt 13 (1010 Vienna). His godfather was Baron Simon von Sina (1810-1876), whose secretary Hariton Joanović, Simeon’s father, was. After attending elementary school and the Schottengymnasium, he studied Law since 1886. Simeon received a scholarship by the Emperor Franz Joseph I (1830-1916) for the Oriental Academy (today the Diplomatic Academy) in 1891. After graduation on 4 November 1892 Simeon von Joanović became a diplomat. Since 25 October 1895 he was Vice-Consul in Belgrade (1895-1898, 1902-1905) and then a civil commissioner in Pljevlja (today Montenegro, 1899-1901). Since 1906 he worked in the Ministry of Foreign Affairs in Vienna. He was promoted to Consul on 1 September 1900, then to Consul General 2nd class on 26 June 1909 and finally to Consul General 1st class on 16 December 1912. Simeon von Joanović was awarded the Order of the Iron Crown 3rd class in 1907. Her received the Knight's Cross of the Leopold Order (1916), the War Cross for Civil Merits 2nd class (1917), the Serbian Takovo Order 4th class and the Romanian Officer's Cross (1911). Simeon von Joanović married  Anna Ebergenyu in the Serbian Orthodox Church of St. Sava in Vienna on 12 July 1919.","","","","Apartment of Hariton Joanović","Here lived Hariton Joanović from 1867 until 1885. His sons Simeon and Djordje were born here in 1868 and in 1871. The house was owned by his godfather Baron Simon von Sina (1810-1876), but it was destroyed during the Second World War and a new apartment building was erected in the 1950s. ","16.372791015207234 48.211522034376948","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4581"
"2249","Ostojić Milan (1877-1932)","Milan Ostojić (1877-1932) was born in Weidlingau (1140 Vienna) on 25 July 1877. He married Anna Agnes Freihändler in the Serbian Orthodox Church of St. Sava in Vienna on 24 November 1907. Milan's father was Aleksandar Ostojić (1839-1917), a Viennese merchant of Serbian origin and papermill owner. In 1911 the company of Aleksandar Ostojić received the name ""Alexander Ostoits & Söhne"". The owners were Aleksandar Ostojić and his three sons Lazar, Milan and Kamenko Ostojić. The company continued to exist as a family business until September 1931, when it was finally deleted from the commercial register. Milan Ostojić died in Hernalser Hauptstraße 79A (1170 Vienna) on 26 June 1932 and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) four days later.","","","","Apartment of the Ostojić Brothers","Here was the last apartment of the Ostojić brothers, Milan and Lazar. Lazar died in this apartment on 30 November 1927 and Milan on 26 June 1932.","16.329176506864002 48.218234983586001","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5858"
"2249","Ostojić Milan (1877-1932)","Milan Ostojić (1877-1932) was born in Weidlingau (1140 Vienna) on 25 July 1877. He married Anna Agnes Freihändler in the Serbian Orthodox Church of St. Sava in Vienna on 24 November 1907. Milan's father was Aleksandar Ostojić (1839-1917), a Viennese merchant of Serbian origin and papermill owner. In 1911 the company of Aleksandar Ostojić received the name ""Alexander Ostoits & Söhne"". The owners were Aleksandar Ostojić and his three sons Lazar, Milan and Kamenko Ostojić. The company continued to exist as a family business until September 1931, when it was finally deleted from the commercial register. Milan Ostojić died in Hernalser Hauptstraße 79A (1170 Vienna) on 26 June 1932 and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) four days later.","","","","Apartment of the Ostojić Brothers","Here was the last apartment of the Ostojić brothers, Milan and Lazar. Lazar died in this apartment on 30 November 1927 and Milan on 26 June 1932.","16.329176506864002 48.218234983586001","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5858"
"590","Karadjordjević Djordje Prince (1827-1884) ","Prince Djordje Karadjordjević (1827-1884) was a son of Aleksije, Karadjordje's oldest son. His relations with the other family members, especially with Prince Aleksandar's descendants were bad, because Prince Djordje Karadjordjević thought that he should be Serbia's ruler, as heir of Karadjordje's oldest son (Primogeniture). He was married to Sarka Anastasijević (1832-1931), the daughter of one of the richest Serbs in the 19th century, Miša Anastasijević. Prince Djordje Karadjordjević died in the spa town of Bad Gastein in Austria on 4 August 1884. He was buried in the St. Marx Cemetery (1030 Vienna).","","","","St. Marx Cemetery","The St. Marx Cemetery (""Sankt Marxer Friedhof"") is a cemetery in the third district of Vienna (""Landstraße"") and was used from 1784 until 1874. In the 20th century it was restored, put under historic preservation status, and opened to the public in 1937.","16.401681227146007 48.182451814721347",""
"1951","Gopčević Spiridon Sr. (1809-1861)","Spiridon Gopčević Sr. (1809-1861) was a Serbian merchant and shipowner from Trieste, who came to Vienna in 1858. He was Knight of the Franz Josef Order (1854) and was also decorated with the Russian Imperial Gold Medal of Honour. He was married to Louise Gopčević (born Ehmann), and they had two children Spiridon (Gopčević Jr.) and Olga. Gopčević owned several ships and named some of them after Serbian rulers, for example ""Car Lazar"" (1842) and ""Fürst Karadjordjević"". ""Fürst Karadjordjević"" was built in England in 1851 with a weight of 57 tons and was the first private steamship in the Habsburg Empire. After the Crimean War (1853-1856) he lost almost all of his property and fell ill. Spiridon Gopčević Sr. committed suicide on 8 May 1861 in Landstraßer Hauptstraße 99 and was buried on 11 May 1861 in the St. Marx Cemetery (1030 Vienna).
After his death his wife Louise married Josef Brix. She died in the house in Lerchenfelderstraße 39 (1070 Vienna) at the age of 39 on 24 December 1872. She was buried in the Matzleinsdorf Cemetery on 26 December 1872.
","1955","Tomb of Spiridon Gopčević in the St. Marx Cemetery (1030 Vienna). Photograph by Zlatan Stojadinović (2019).","https://orthodoxes-wien.oeaw.ac.at/repository/pic/1955","Last Apartment of Spiridon Gopčević Sr. (1809-1861)","Here Spiridon Gopčević Sr., Serbian merchant and shipowner, committed suicide on 8 May 1861 and was buried on 11 May 1861 in the St. Marx Cemetery (1030 Vienna). The building does not exist anymore.","16.394987543909281 48.198608393022198",""
"1160","Milaš Nikodim (1845-1915)","Nikodim Milaš (1845-1915) was born as Nikola on 17 April 1845 in Šibenik (today Croatia) from a Serbian Orthodox father, Trifun Milaš, and an Italian Roman Catholic mother, Maria Valmassoni. From 1851 to 1863 he attended ecclesiastical grammar schools in Šibenik, Dubrovnik and Zadar. Nikodim Milaš studied Theology at the seminary in Sremski Karlovci (today Serbia) from 1863 to 1866. In the winter of 1866/67 he was a student at the University of Vienna for a short period of time. Already in 1867 Nikodim Milaš left Vienna for Kiev in the Russian Empire in order to study Canon Law at the Clerical Academy. From 1871 to 1890 he was teaching Canon Law and Theology at the seminary in Zadar, first as a Professor and later as Rector. On Christmas 1873 he became a monk of the Monastery of Dragović near Knin (today Croatia) receiving the name of Nikodim (1873 deacon, 1875 priest, 1880 Archimandrite). Nikodim Milaš was elected Orthodox Bishop of Dalmatia and Istria in 1890 and enthroned in Zadar on 7 October of the same year. He retired in 1912 and settled in Dubrovnik (today Croatia), where he spent his time doing research and writing scholarly works. Nikodim Milaš died on 2 April 1915 and was buried in the Orthodox cemetery of Dubrovnik. On 5 October 1930 his mortal remains were transferred to Šibenik.","2387","https://en.wikipedia.org/wiki/Nikodim_Mila%C5%A1#/media/File:NikodimMilas.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2387","Apartment of Nikodim Milaš","Here lived Nikodim Milaš in the winter of 1866/67, when he was studying at the University of Vienna for a short period of time.","16.361530943336774 48.193973127951288","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5507"
"1140","Jovanović Jovan Zmaj (1833-1904)","Jovan Jovanović Zmaj (1833-1904) was a Serbian poet, newspaper editor and physician. He was one of the most famous Serbian poets in the 19th century. He lived and worked in Vienna as a physician from 1880 until 1888. Jovan Jovanović Zmaj wrote very important accounts in his diary (1882-1888). He was a friend of many prominent Serbs during their Viennese days (like Jovan Stefanović Vilovski, Dr. Laza Lazarević, Mina Vukomanović, Simo Matavulj, Mihailo Polit Desančić, Dr. Bogdan Medaković, the Stova brothers, Dr. Vojislav Subotić, Prince Petar Karadjordjević, Uroš Predić, Miloš Stratimirović, and many others whom he mentioned in his diary). For many of them he was their house physician (like the families Adamović, Despinić etc.). He had also meetings with his Austrian colleagues, like the Professors Jovan Čokor and Theodor Billroth. In his diary Jovanović described his daily activities: the names of the patients, how much they paid, with whom he met, and almost every evening where hedined. He mentioned a multitude of Viennese cafés, restaurants and guest houses, e.g. the Café Central, Zum roten Hahn, Griechenbeisl, Ertl, Österreichischer Hof, Metropol, Garni Hotel, Hotel National, Hotel London, Café Thury etc. He was often a guest in the so-called ""Slavonic Café"" (also ""Café Gerlovich""). His friend and fellow poet Laza Kostić visited him very often in Vienna. Jovanović was also a friend of the Montenegrin Nikola I. Petrović Njegoš (1841-1921), whom Jovanović always met in Vienna, and Jovanović was even in the Prince's delegation in Moscow in 1883. Jovan Jovanović Zmaj lived and worked from 23 October 1882 until 11 May 1887 in Porzellangasse 56 (1090 Vienna). He died in Sremska Kamenica (today Serbia) on 14 June 1904.","2423","https://sr.wikipedia.org/wiki/%D0%88%D0%BE%D0%B2%D0%B0%D0%BD_%D0%88%D0%BE%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B_%D0%97%D0%BC%D0%B0%D1%98#/media/File:Jova_Jovanovic_Zmaj.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2423","Apartment of Jovan Jovanović Zmaj","Here lived and worked Jovan Jovanović Zmaj (1833-1904), Serbian poet and physician, from 23 October 1882 until 11 May 1887.","16.362106060915337 48.224707606095599","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4788"
"1103","Miletić Svetozar (1826-1901)","Svetozar Miletić (1826-1901) was a Serbian politician and lawyer, who was born in Mošorin (today Serbia) in 1826. He studied Law at the University of Vienna, where he received his PhD in 1854. After working as a lawyer, he was elected mayor of Novi Sad in 1861. Svetozar Miletić was also deputy at the Serbian Church-People's Assembly in Sremski Karlovci (today Serbia, 1864-1881) and member of the Croatian and Hungarian Parliaments (1865-1881). He was a renowned political leader of the Serbs in Austria-Hungary. He founded the Serbian political party ""Srpska Narodna Slobodoumna Stranka"" in 1869, whose first president he was. Svetozar Miletić was also the founder and editor of the newspaper ""Zastava"" in 1866. He was honorary member of the Matica Srpska in Novi Sad and one of the founders of the ""Ujedinjena Omladina Srpska"" (""United Serbian Youth""). Svetozar Miletić left politics in the 1880s and died in Vršac (today Serbia) in 1901. He was buried in Novi Sad.","3445","Photograph by Stevan Jovanović
Property of Narodna Biblioteka Srbije (digitalna.nb.rs)","https://orthodoxes-wien.oeaw.ac.at/repository/pic/3445","Apartment of Svetozar Miletić","In 1851 Svetozar Miletić lived in Mayerhofgasse 366 (today Mayerhofgasse 9).","16.36851261982828 48.192312058596002",""
"2301","Vujić Mihailo (1853-1913)","Mihailo Vujić (1853-1913) studied Philosophy in Belgrade and later Philosophy and Economy in Leipzig and Berlin, where he received his title of Dr in Philosophy. From 1879 to 1887 he was Professor of Economy at the Great School in Belgrade (the forerunner of the University of Belgrade). Later Mihailo Vujić became Minister of Finance, diplomat in Paris, Minister of Foreign Affairs and Prime Minister from 1901 to 1902. From 1903 to 1906 he was Serbian ambassador in Vienna and later in Berlin and Rome. Mihailo Vujić became a member of the Serbian Royal Academy in 1901.","2350","https://sr.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%D0%BE_%D0%92%D1%83%D1%98%D0%B8%D1%9B#/media/File:Dr_Mihailo_Vujic.jpg","https://orthodoxes-wien.oeaw.ac.at/repository/pic/2350","Serbian Legation in Vienna 1902-1913","The Serbian legation in Vienna was located at this place from 1902 to 1913.","16.369843672332482 48.193584350489949","https://orthodoxes-wien.oeaw.ac.at/repository/pic/4699"
"4931","Milekić von Carlowizgrad Djordje (1864-?)","Djordje Milekić Ritter von Carlowitzgrad (1864-?), a Serbian landowner, was born in Sremska Mitrovica (today Serbia) on 2 June 1864. He married Elisabeth Wilhelmine Zeppezauer (born in Vienna on 14 November 1867) in the Serbian Orthodox Church of St. Sava in Vienna on 2 June 1902. His best man was Svetozar Kušević de Blacko. His father was the officer Jovan Milekić von Carlowizgrad (1817-1877). Djordje lived in Alleegasse 12 (today Argentinierstraße 12,1040 Vienna). His daughter Teodosija was born on 22 April 1903 and baptised in the Serbian Orthodox Church of St. Sava in Vienna on 10 May. His other daughter Marija was born on 3 May 1905 and baptised in the St. Sava Church on 27 May. In this period the family lived in Kolowratring 4 (1010 Vienna). The godfather was Svetozar Kušević Edler von Blacko.","5139","Ivan Bojničić von Knin und Plavno, Der Adel von Kroatien und Slavonien (Nürnberg 1899), Tafel 168.","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5139","Apartment of Djordje Milekić Ritter von Carlowitzgrad","Here lived Djordje Milekić Ritter von Carlowitzgrad (1864-?), a Serbian landowner and nobleman from Sremska Mitrovica.","16.371634757815283 48.196997535021495","https://orthodoxes-wien.oeaw.ac.at/repository/pic/5968"
