id,name,entity_description,picture_id,picture_description,pic_url,location_name,location_description,coordinates,place_image
4806,Subotić Mojsije (?-1789),"Mojsije Subotić (?-1789) was a Serbian painter, who was born in Martinovci (today Croatia). He painted icons for the iconostasis in the church of his home village Martinovci and also in the church in the village of Veliki Bastaji. His son Stefan studied at the at the Academy of Arts in Vienna since 1793. Mojsije Subotić is the first known Serbian painter, who was working in Vienna. He was hired to do the paintings in the Greek Catholic Church of St. Barbara (""Griechisch-katholische Kirche Sankt Barbara"", Postgasse 8-12, 1010 Vienna), which are still preserved in the chancel. The wooden furnishings in the church were made by Arsenije Marković (?-1799). Mojsije Subotić also made altogether 16 smaller paintings of the high religious feasts for the church. Ten of these paintings are preserved in the chancel, among them the Ascension of Jesus Christ, St. Peter and St. Paul, Pentecost, the Resurrection of Jesus Christ, etc. One of the most interesting of these paintings is the Birth of Jesus Christ, because the Austrian Post published a stamp with this painting as Christmas stamp in 1979.",4819,"Pfarre St. Barbara, Wien.",https://orthodoxes-wien.oeaw.ac.at/repository/pic/4819,Greek Catholic Church of St. Barbara,"Today the Greek Catholic Church of St. Barbara is the Ukrainian Greek Catholic central parish in Vienna. The building was erected from 1652 to 1654 as a seminary of the Jesuit order. After the suppression of the Jesuit order in 1773 by the Emperor Joseph II (1741-1790) and the closure of the seminary, Empress Maria Theresia (1717-1780) donated the seminary together with its church to the Greek Catholic Church in October 1775. In 1784 the seminary was abolished and a parish was installed.",16.379152803308948 48.209634529488753,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4810
4806,Subotić Mojsije (?-1789),"Mojsije Subotić (?-1789) was a Serbian painter, who was born in Martinovci (today Croatia). He painted icons for the iconostasis in the church of his home village Martinovci and also in the church in the village of Veliki Bastaji. His son Stefan studied at the at the Academy of Arts in Vienna since 1793. Mojsije Subotić is the first known Serbian painter, who was working in Vienna. He was hired to do the paintings in the Greek Catholic Church of St. Barbara (""Griechisch-katholische Kirche Sankt Barbara"", Postgasse 8-12, 1010 Vienna), which are still preserved in the chancel. The wooden furnishings in the church were made by Arsenije Marković (?-1799). Mojsije Subotić also made altogether 16 smaller paintings of the high religious feasts for the church. Ten of these paintings are preserved in the chancel, among them the Ascension of Jesus Christ, St. Peter and St. Paul, Pentecost, the Resurrection of Jesus Christ, etc. One of the most interesting of these paintings is the Birth of Jesus Christ, because the Austrian Post published a stamp with this painting as Christmas stamp in 1979.",4818,"Pfarre St. Barbara, Wien.",https://orthodoxes-wien.oeaw.ac.at/repository/pic/4818,Greek Catholic Church of St. Barbara,"Today the Greek Catholic Church of St. Barbara is the Ukrainian Greek Catholic central parish in Vienna. The building was erected from 1652 to 1654 as a seminary of the Jesuit order. After the suppression of the Jesuit order in 1773 by the Emperor Joseph II (1741-1790) and the closure of the seminary, Empress Maria Theresia (1717-1780) donated the seminary together with its church to the Greek Catholic Church in October 1775. In 1784 the seminary was abolished and a parish was installed.",16.379152803308948 48.209634529488753,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4810
4808,Marković Arsenije (?-1799),"Arsenije Marković (?-1799) was a sculptor and woodcarver from Novi Sad (today Serbia), who died in 1799. He created iconostases and church furnishings in Baroque and Rococo style. Arsenije Marković was hired by the Greek Catholic Church of St. Barbara (""Griechisch-katholische Kirche Sankt Barbara"", Postgasse 8-12, 1010 Vienna) to make wooden furnishings in 1775. He made the Iconostasis and the Bishop's throne in the church, which are still preserved. The paintings in the church were made by Mojsije Subotić (?-1789).",4817,"Property of Pfarre St. Barbara, Wien",https://orthodoxes-wien.oeaw.ac.at/repository/pic/4817,Greek Catholic Church of St. Barbara,"Today the Greek Catholic Church of St. Barbara is the Ukrainian Greek Catholic central parish in Vienna. The building was erected from 1652 to 1654 as a seminary of the Jesuit order. After the suppression of the Jesuit order in 1773 by the Emperor Joseph II (1741-1790) and the closure of the seminary, Empress Maria Theresia (1717-1780) donated the seminary together with its church to the Greek Catholic Church in October 1775. In 1784 the seminary was abolished and a parish was installed.",16.379152803308948 48.209634529488753,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4810
1161,Mišić Mihajlo (1864-1924),"Mihajlo Mišić (1864-1924) was born in Vinkovci (today Croatia) on 2 October 1864. He married Vukosava Bičanski (1872-1940) in 1888. Mihajlo Mišić was Serbian Orthodox priest in Kraljevac (today Croatia). When the Serbian Orthodox Church Community of St. Sava in Vienna had erected its Church of St. Sava (Veithgasse 3, 1030 Vienna), he applied for the position of the Community's first priest. He was one of altogether 28 candidates for this very position. Although he was chosen for this duty, he could not be appointed to this position at first due to his Hungarian citizenship. Thanks to the intervention of Bishop Nikodim Milaš (1845-1915) of Dalmatia he was finally officially appointed in 1896. Until the outbreak of the First World War (1914) Mihajlo Mišić was an integral part of the vivid religious and cultural life of the Serbian Orthodox Community. During the years of hardship in the war itself he was indefatigably supporting and helping his flock as well as Serbian prisoners of war in Austria-Hungary. He died on 11 December 1924 in Rudolfsspital (Boerhaavegasse 8, 1030 Vienna) and was buried four days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). His widow, Vukosava, published a vivid testimony on the foundation, history and religious as well as cultural life of the Serbian Orthodox Church Community of St. Sava entitled ""Postanak i razvitak Srpske Svetosavske Crkve u Beču"" (Beograd 1929).",1298,"Tombstone of Mihajlo Mišić in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). Photograph by Zlatan Stojadinović (2019).",https://orthodoxes-wien.oeaw.ac.at/repository/pic/1298,Serbian Orthodox Church of Saint Sava in Veithgasse ,"Around the middle of the 19th century the Viennese Serbs set about founding their church parish of Saint Sava under the leadership of Privy Councillor Dr. Georgije Stojaković (1811-1863). The Austrian Emperor Franz Joseph I (1848-1916) permitted, at the request of the Serbian Patriarch in Sremski Karlovci Josif Rajačić (1785-1861), the constitution of the parish and the collection of donations. The constitutional meeting took place in November 1860. At this time, about 500 Serbs were living permanently and about 1,000 temporarily in Vienna. The Serbian parish received free of charge a site on the Franz-Josefs-Kai (1010 Vienna) for the erection of a new church, but the building could not start due to the lack of funds until the year 1890, which meant that a new site had to be looked for, since the old one had been already used in the meantime.
Until the year 1886 an amount of 80,000 florins (Gulden) had been collected. 80% were donated by Serbs, while 20% were given to the parish by other inhabitants of the Austro-Hungarian Empire, whose donations are recorded in the ""Golden Book of the Serbian Orthodox parish in Vienna, Names of donors and benefactors"" (Златна књига српске православне црквено-школске опћине у Бечу, Имена прилагача и добротвора). The total sum recorded in the Golden Book amounts to 25,210 florins (Gulden) and enabled the Serbian Orthodox parish to acquire a site in Veithgasse 3 (1030 Vienna) for 27,000 florins (Gulden) in 1889. The erection of the church began in 1890 under the supervision of the architect Heinrich Wagner, who himself donated 200 florins (Gulden). The erection of the building was completed in 1893 at an expense of 58,000 florins (Gulden), and the church has the capacity to hold 400 believers. 
After the constitution of the Serbian Orthodox parish, there existed along with the two Greek Orthodox parishes of Saint George and the Holy Trinity all together three Orthodox parishes in Vienna, and that is why it was necessary to determine a new domain of jurisdiction. After an agreement between the three parishes, the governorship of Lower Austria (Erzherzogtum Österreich unter der Enns) decided on 1 May 1893 that the new Serbian Orthodox parish had jurisdiction over all Orthodox people of Slavic nationality. 
On 19 November 1893 the church was consecrated to Saint Sava, the patron saint of all Serbs, in the presence of the Austrian Emperor Franz Joseph I, an event that was reported in several Viennese newspapers. It marked the beginning of a very fruitful period of Serbian religious and cultural life in the Austro-Hungarian capital that lasted until the outbreak of the First World War in 1914.
The first priest of the parish was Mihajlo Mišić (1864-1924) from 1896 to 1924. He was followed by Bogdan Popović (1925-1927), Dr. Rodoljub Stojaković (1927-1935) and by Dr. Miloje Aranicki (1935-1941).
In 1904 the Serbian Ladies' Benevolent Society in Vienna (""Serbischer Frauen Wohltätigkeitsverein""). was founded and had its office in the building of the Serbian Orthodox Church of St. Sava (Veithgasse 3, 1030 Vienna). Its founder and president was Jelena Ostojić (1874-1967), the daughter of Aleksandar Ostojić (1839-1917).",16.379763213487081 48.198659234714199,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3441
1161,Mišić Mihajlo (1864-1924),"Mihajlo Mišić (1864-1924) was born in Vinkovci (today Croatia) on 2 October 1864. He married Vukosava Bičanski (1872-1940) in 1888. Mihajlo Mišić was Serbian Orthodox priest in Kraljevac (today Croatia). When the Serbian Orthodox Church Community of St. Sava in Vienna had erected its Church of St. Sava (Veithgasse 3, 1030 Vienna), he applied for the position of the Community's first priest. He was one of altogether 28 candidates for this very position. Although he was chosen for this duty, he could not be appointed to this position at first due to his Hungarian citizenship. Thanks to the intervention of Bishop Nikodim Milaš (1845-1915) of Dalmatia he was finally officially appointed in 1896. Until the outbreak of the First World War (1914) Mihajlo Mišić was an integral part of the vivid religious and cultural life of the Serbian Orthodox Community. During the years of hardship in the war itself he was indefatigably supporting and helping his flock as well as Serbian prisoners of war in Austria-Hungary. He died on 11 December 1924 in Rudolfsspital (Boerhaavegasse 8, 1030 Vienna) and was buried four days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). His widow, Vukosava, published a vivid testimony on the foundation, history and religious as well as cultural life of the Serbian Orthodox Church Community of St. Sava entitled ""Postanak i razvitak Srpske Svetosavske Crkve u Beču"" (Beograd 1929).",1297,"Tombstone of Mihajlo Mišić in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). Photograph by Zlatan Stojadinović (2019).",https://orthodoxes-wien.oeaw.ac.at/repository/pic/1297,Serbian Orthodox Church of Saint Sava in Veithgasse ,"Around the middle of the 19th century the Viennese Serbs set about founding their church parish of Saint Sava under the leadership of Privy Councillor Dr. Georgije Stojaković (1811-1863). The Austrian Emperor Franz Joseph I (1848-1916) permitted, at the request of the Serbian Patriarch in Sremski Karlovci Josif Rajačić (1785-1861), the constitution of the parish and the collection of donations. The constitutional meeting took place in November 1860. At this time, about 500 Serbs were living permanently and about 1,000 temporarily in Vienna. The Serbian parish received free of charge a site on the Franz-Josefs-Kai (1010 Vienna) for the erection of a new church, but the building could not start due to the lack of funds until the year 1890, which meant that a new site had to be looked for, since the old one had been already used in the meantime.
Until the year 1886 an amount of 80,000 florins (Gulden) had been collected. 80% were donated by Serbs, while 20% were given to the parish by other inhabitants of the Austro-Hungarian Empire, whose donations are recorded in the ""Golden Book of the Serbian Orthodox parish in Vienna, Names of donors and benefactors"" (Златна књига српске православне црквено-школске опћине у Бечу, Имена прилагача и добротвора). The total sum recorded in the Golden Book amounts to 25,210 florins (Gulden) and enabled the Serbian Orthodox parish to acquire a site in Veithgasse 3 (1030 Vienna) for 27,000 florins (Gulden) in 1889. The erection of the church began in 1890 under the supervision of the architect Heinrich Wagner, who himself donated 200 florins (Gulden). The erection of the building was completed in 1893 at an expense of 58,000 florins (Gulden), and the church has the capacity to hold 400 believers. 
After the constitution of the Serbian Orthodox parish, there existed along with the two Greek Orthodox parishes of Saint George and the Holy Trinity all together three Orthodox parishes in Vienna, and that is why it was necessary to determine a new domain of jurisdiction. After an agreement between the three parishes, the governorship of Lower Austria (Erzherzogtum Österreich unter der Enns) decided on 1 May 1893 that the new Serbian Orthodox parish had jurisdiction over all Orthodox people of Slavic nationality. 
On 19 November 1893 the church was consecrated to Saint Sava, the patron saint of all Serbs, in the presence of the Austrian Emperor Franz Joseph I, an event that was reported in several Viennese newspapers. It marked the beginning of a very fruitful period of Serbian religious and cultural life in the Austro-Hungarian capital that lasted until the outbreak of the First World War in 1914.
The first priest of the parish was Mihajlo Mišić (1864-1924) from 1896 to 1924. He was followed by Bogdan Popović (1925-1927), Dr. Rodoljub Stojaković (1927-1935) and by Dr. Miloje Aranicki (1935-1941).
In 1904 the Serbian Ladies' Benevolent Society in Vienna (""Serbischer Frauen Wohltätigkeitsverein""). was founded and had its office in the building of the Serbian Orthodox Church of St. Sava (Veithgasse 3, 1030 Vienna). Its founder and president was Jelena Ostojić (1874-1967), the daughter of Aleksandar Ostojić (1839-1917).",16.379763213487081 48.198659234714199,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3441
1161,Mišić Mihajlo (1864-1924),"Mihajlo Mišić (1864-1924) was born in Vinkovci (today Croatia) on 2 October 1864. He married Vukosava Bičanski (1872-1940) in 1888. Mihajlo Mišić was Serbian Orthodox priest in Kraljevac (today Croatia). When the Serbian Orthodox Church Community of St. Sava in Vienna had erected its Church of St. Sava (Veithgasse 3, 1030 Vienna), he applied for the position of the Community's first priest. He was one of altogether 28 candidates for this very position. Although he was chosen for this duty, he could not be appointed to this position at first due to his Hungarian citizenship. Thanks to the intervention of Bishop Nikodim Milaš (1845-1915) of Dalmatia he was finally officially appointed in 1896. Until the outbreak of the First World War (1914) Mihajlo Mišić was an integral part of the vivid religious and cultural life of the Serbian Orthodox Community. During the years of hardship in the war itself he was indefatigably supporting and helping his flock as well as Serbian prisoners of war in Austria-Hungary. He died on 11 December 1924 in Rudolfsspital (Boerhaavegasse 8, 1030 Vienna) and was buried four days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna). His widow, Vukosava, published a vivid testimony on the foundation, history and religious as well as cultural life of the Serbian Orthodox Church Community of St. Sava entitled ""Postanak i razvitak Srpske Svetosavske Crkve u Beču"" (Beograd 1929).",5427,"Stefan Čakić, Spomenica o stopedesetogodišnjici (sic!) života i rada Srpske pravoslavne crkvene opštine Svetoga Save u Beču 1860-1970 godine (Novi Sad 1971), 28.",https://orthodoxes-wien.oeaw.ac.at/repository/pic/5427,Serbian Orthodox Church of Saint Sava in Veithgasse ,"Around the middle of the 19th century the Viennese Serbs set about founding their church parish of Saint Sava under the leadership of Privy Councillor Dr. Georgije Stojaković (1811-1863). The Austrian Emperor Franz Joseph I (1848-1916) permitted, at the request of the Serbian Patriarch in Sremski Karlovci Josif Rajačić (1785-1861), the constitution of the parish and the collection of donations. The constitutional meeting took place in November 1860. At this time, about 500 Serbs were living permanently and about 1,000 temporarily in Vienna. The Serbian parish received free of charge a site on the Franz-Josefs-Kai (1010 Vienna) for the erection of a new church, but the building could not start due to the lack of funds until the year 1890, which meant that a new site had to be looked for, since the old one had been already used in the meantime.
Until the year 1886 an amount of 80,000 florins (Gulden) had been collected. 80% were donated by Serbs, while 20% were given to the parish by other inhabitants of the Austro-Hungarian Empire, whose donations are recorded in the ""Golden Book of the Serbian Orthodox parish in Vienna, Names of donors and benefactors"" (Златна књига српске православне црквено-школске опћине у Бечу, Имена прилагача и добротвора). The total sum recorded in the Golden Book amounts to 25,210 florins (Gulden) and enabled the Serbian Orthodox parish to acquire a site in Veithgasse 3 (1030 Vienna) for 27,000 florins (Gulden) in 1889. The erection of the church began in 1890 under the supervision of the architect Heinrich Wagner, who himself donated 200 florins (Gulden). The erection of the building was completed in 1893 at an expense of 58,000 florins (Gulden), and the church has the capacity to hold 400 believers. 
After the constitution of the Serbian Orthodox parish, there existed along with the two Greek Orthodox parishes of Saint George and the Holy Trinity all together three Orthodox parishes in Vienna, and that is why it was necessary to determine a new domain of jurisdiction. After an agreement between the three parishes, the governorship of Lower Austria (Erzherzogtum Österreich unter der Enns) decided on 1 May 1893 that the new Serbian Orthodox parish had jurisdiction over all Orthodox people of Slavic nationality. 
On 19 November 1893 the church was consecrated to Saint Sava, the patron saint of all Serbs, in the presence of the Austrian Emperor Franz Joseph I, an event that was reported in several Viennese newspapers. It marked the beginning of a very fruitful period of Serbian religious and cultural life in the Austro-Hungarian capital that lasted until the outbreak of the First World War in 1914.
The first priest of the parish was Mihajlo Mišić (1864-1924) from 1896 to 1924. He was followed by Bogdan Popović (1925-1927), Dr. Rodoljub Stojaković (1927-1935) and by Dr. Miloje Aranicki (1935-1941).
In 1904 the Serbian Ladies' Benevolent Society in Vienna (""Serbischer Frauen Wohltätigkeitsverein""). was founded and had its office in the building of the Serbian Orthodox Church of St. Sava (Veithgasse 3, 1030 Vienna). Its founder and president was Jelena Ostojić (1874-1967), the daughter of Aleksandar Ostojić (1839-1917).",16.379763213487081 48.198659234714199,https://orthodoxes-wien.oeaw.ac.at/repository/pic/3441
1132,Mandrović Konstantin Kosta (1840-1920) ,"Konstantin Kosta Mandrović (1840-1920) was a Viennese publisher, writer and journalist of Serbian origin, born in Nova Gradiška on 17 August 1840. He married Barbara Kastner on 20 April 1877. Mandrović worked in A. Hartleben's publishing house from 1876 for more than 40 years. Konstantin Kosta Mandrović published the Serbian edition of Robinson Crusoe in Vienna in 1873. He wrote the chapter entitled ""Der serbische Buchhandel in Ungarn"" in ""Österreich-Ungarische Buchhändler-Korrespondenz. Festnummer anlässlich des 50 jährigen Bestehens 1860-1910"". Mandrović published also two books on Serbian history in Vienna: ""Ilustrovana istorija srpskog naroda od najstarijih vremena do proglašenja nove kraljevine: Sa 120 slika i jednom kartom Balkanskog poluostrova"" (1885) and ""Ilustrovana istorija srpskog naroda od najstarijih vremena do XIX veka za narod i školu"" (1903).
Mandrović died in family apartment in Neulinggasse 25 (1030) on 28 December 1920 and was buried two days later on Serbian part 68B in Viennese Central Cemetery. His wife Barbara was born in Aspern on 22 August 1841. She died in same apartment on 25 Januaary 1922 and was buried next to her husband three days later",1296,Tombstone of family in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1296,Apartment of the Family Mandrović,"Here lived the Serbian journalist, editor and writer Konstantin Mandrović (1840-1920) with his family. His son, Konstantin Mandrović (1883-1971), a lawyer and Hofrat, died in this family apartment on 18 September 1971. The building still exits.",16.385989650232396 48.198833659167548,https://orthodoxes-wien.oeaw.ac.at/repository/pic/5889
1132,Mandrović Konstantin Kosta (1840-1920) ,"Konstantin Kosta Mandrović (1840-1920) was a Viennese publisher, writer and journalist of Serbian origin, born in Nova Gradiška on 17 August 1840. He married Barbara Kastner on 20 April 1877. Mandrović worked in A. Hartleben's publishing house from 1876 for more than 40 years. Konstantin Kosta Mandrović published the Serbian edition of Robinson Crusoe in Vienna in 1873. He wrote the chapter entitled ""Der serbische Buchhandel in Ungarn"" in ""Österreich-Ungarische Buchhändler-Korrespondenz. Festnummer anlässlich des 50 jährigen Bestehens 1860-1910"". Mandrović published also two books on Serbian history in Vienna: ""Ilustrovana istorija srpskog naroda od najstarijih vremena do proglašenja nove kraljevine: Sa 120 slika i jednom kartom Balkanskog poluostrova"" (1885) and ""Ilustrovana istorija srpskog naroda od najstarijih vremena do XIX veka za narod i školu"" (1903).
Mandrović died in family apartment in Neulinggasse 25 (1030) on 28 December 1920 and was buried two days later on Serbian part 68B in Viennese Central Cemetery. His wife Barbara was born in Aspern on 22 August 1841. She died in same apartment on 25 Januaary 1922 and was buried next to her husband three days later",1295,Tombstone of family Mandrović in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1295,Apartment of the Family Mandrović,"Here lived the Serbian journalist, editor and writer Konstantin Mandrović (1840-1920) with his family. His son, Konstantin Mandrović (1883-1971), a lawyer and Hofrat, died in this family apartment on 18 September 1971. The building still exits.",16.385989650232396 48.198833659167548,https://orthodoxes-wien.oeaw.ac.at/repository/pic/5889
5376,Mandrović Konstantin (1883-1971),"Konstantin Mandrović (1883-1971) was a lawyer and civil servant. He was born on 19 June 1883 in Apfelgasse 3 (1040 Vienna) and baptised on 15 July 1883. His parents were Konstantin Mandrović and Barbara (né Kattner). On 24 April 1880 was born his sister Irene Olga, and her godmother was Olga Stefanović von Vilovo. Konstantin Mandrović was promoted to Dr. of Law at the University of Vienna on 4 November 1908. He was elected as lifetime Honorary President of the Serbian Orthodox Church Community of St. Sava. Konstantin Mandrović died in the family apartment in Neulinggasse 25 (1030 Vienna) at the age of 88 on 18 September 1971 and was buried six days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) in the Mandrović family tomb.",1296,Tombstone of family in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1296,Apartment of the Family Mandrović,"Here lived the Serbian journalist, editor and writer Konstantin Mandrović (1840-1920) with his family. His son, Konstantin Mandrović (1883-1971), a lawyer and Hofrat, died in this family apartment on 18 September 1971. The building still exits.",16.385989650232396 48.198833659167548,https://orthodoxes-wien.oeaw.ac.at/repository/pic/5889
5376,Mandrović Konstantin (1883-1971),"Konstantin Mandrović (1883-1971) was a lawyer and civil servant. He was born on 19 June 1883 in Apfelgasse 3 (1040 Vienna) and baptised on 15 July 1883. His parents were Konstantin Mandrović and Barbara (né Kattner). On 24 April 1880 was born his sister Irene Olga, and her godmother was Olga Stefanović von Vilovo. Konstantin Mandrović was promoted to Dr. of Law at the University of Vienna on 4 November 1908. He was elected as lifetime Honorary President of the Serbian Orthodox Church Community of St. Sava. Konstantin Mandrović died in the family apartment in Neulinggasse 25 (1030 Vienna) at the age of 88 on 18 September 1971 and was buried six days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) in the Mandrović family tomb.",1296,Tombstone of family in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1296,Apartment of the Family Mandrović,"Here lived the Serbian journalist, editor and writer Konstantin Mandrović (1840-1920) with his family. His son, Konstantin Mandrović (1883-1971), a lawyer and Hofrat, died in this family apartment on 18 September 1971. The building still exits.",16.385989650232396 48.198833659167548,https://orthodoxes-wien.oeaw.ac.at/repository/pic/5889
5376,Mandrović Konstantin (1883-1971),"Konstantin Mandrović (1883-1971) was a lawyer and civil servant. He was born on 19 June 1883 in Apfelgasse 3 (1040 Vienna) and baptised on 15 July 1883. His parents were Konstantin Mandrović and Barbara (né Kattner). On 24 April 1880 was born his sister Irene Olga, and her godmother was Olga Stefanović von Vilovo. Konstantin Mandrović was promoted to Dr. of Law at the University of Vienna on 4 November 1908. He was elected as lifetime Honorary President of the Serbian Orthodox Church Community of St. Sava. Konstantin Mandrović died in the family apartment in Neulinggasse 25 (1030 Vienna) at the age of 88 on 18 September 1971 and was buried six days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) in the Mandrović family tomb.",1295,Tombstone of family Mandrović in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1295,Apartment of the Family Mandrović,"Here lived the Serbian journalist, editor and writer Konstantin Mandrović (1840-1920) with his family. His son, Konstantin Mandrović (1883-1971), a lawyer and Hofrat, died in this family apartment on 18 September 1971. The building still exits.",16.385989650232396 48.198833659167548,https://orthodoxes-wien.oeaw.ac.at/repository/pic/5889
5376,Mandrović Konstantin (1883-1971),"Konstantin Mandrović (1883-1971) was a lawyer and civil servant. He was born on 19 June 1883 in Apfelgasse 3 (1040 Vienna) and baptised on 15 July 1883. His parents were Konstantin Mandrović and Barbara (né Kattner). On 24 April 1880 was born his sister Irene Olga, and her godmother was Olga Stefanović von Vilovo. Konstantin Mandrović was promoted to Dr. of Law at the University of Vienna on 4 November 1908. He was elected as lifetime Honorary President of the Serbian Orthodox Church Community of St. Sava. Konstantin Mandrović died in the family apartment in Neulinggasse 25 (1030 Vienna) at the age of 88 on 18 September 1971 and was buried six days later in the Serbian part 68B of the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna) in the Mandrović family tomb.",1295,Tombstone of family Mandrović in the Viennese Central Cemetery (Wiener Zentralfriedhof) in 1110 Vienna. Photograph by Zlatan Stojadinović (2019).,https://orthodoxes-wien.oeaw.ac.at/repository/pic/1295,Apartment of the Family Mandrović,"Here lived the Serbian journalist, editor and writer Konstantin Mandrović (1840-1920) with his family. His son, Konstantin Mandrović (1883-1971), a lawyer and Hofrat, died in this family apartment on 18 September 1971. The building still exits.",16.385989650232396 48.198833659167548,https://orthodoxes-wien.oeaw.ac.at/repository/pic/5889
898,Nikolić de Rudna Teodor (1836-1903),"Baron Teodor (Fedor) Nikolić de Rudna (1836-1903) was born on 7 June 1836 in Timișoara (today Romania) as the son of Jovan Nikolić de Rudna (1810-1880) and Jelisaveta-Savka Obrenović (1814–1848), daughter of the Serbian ruler Prince Miloš Obrenović (1780-1860). After finishing the studies of Law in Graz in 1858 he worked at the governor's office in Timișoara. He was elected for the Reichstag in 1861 in the district of Medja (today Serbia). In 1862 Teodor Nikolić de Rudna his lawyer's diploma. He was elected again to the Reichstag in 1865 in the district of Jimbolia (today Romania). He married Wilhelmine Hirsch (1847-1918) in Vienna on 18 May 1869. They had a son Jovan (1875-1877) and the daughters Jelisaveta (1877-1954) and Micheline (1882-1901). In 1882 Baron Teodor (Fedor) Nikolić de Rudna was appointed as Civil governor (""Ziviladlatus"") of Bosnia and Herzegovina and became Privy Councillor (""Geheimrat"") on 15 July 1882. Teodor Nikolić de Rudna received from Emperor Franz Joseph I (1830-1916) the Order of the Iron Crown 1st class and was also owner of the Serbian Grand Cross of the Takovo Order and the Grand Cross Order of the Star of Romania. He accomplished his duty in Bosnia and Herzegovina in 1886. During this time Teodor Nikolić de Rudna became honorary citizen in many towns including Sarajevo. In 1896 he was also elected for a lifetime, inheritable member of the Hungarian Upper House in Parliament (""Magnatenhaus""). He was also the President of the Serbian Church Community in Budapest. The noble title of Austrian Baron was given to his father in 1854, and Teodor received for the family also the title of Hungarian Baron. He was Vice-President of the ""Wiener Lebens- und Renten Versicherungs-Anstalt"". Teodor Nikolić de Rudna was commissioner of the Emperor Franz Joseph I in the Serbian Church-People's Assembly in Sremski Karlovci (today Serbia) from 1890 until 1899. He was one of the biggest Serbian landowners in Banat with 6,260 acres. Teodor Nikolić de Rudna donated 100 forints to Matica Srpska in 1865, whose member he became in 1880. He published with his cousin Baron Miloš Bajić the Serbian newspaper ""Srpski dnevnik"" in Budapest in 1888. Baron Teodor (Fedor) Nikolić de Rudna lived often in Vienna and in 1900 his address was Gußhausstraße 19 (1040 Vienna). He died on 27 February 1903 in his palace in Rudna (today Romania).",710,http://www.descopera-romania.ro/timisul-nobiliar-familia-nikolics-castelul-rudna/,https://orthodoxes-wien.oeaw.ac.at/repository/pic/710,Apartment of Baron Teodor Nikolić de Rudna,Here lived Baron Teodor (Fedor) Nikolić de Rudna (1836-1903) in 1900.,16.372365890190025 48.1967704732808,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4458
914,Reska Jelisaveta (1877-1954) ,"Jelisaveta Reska (né Nikolić de Rudna; 1877-1954) was the daughter of Baron Teodor (Fedor) Nikolić de Rudna (1836-1903) and his wife Wilhelmine (né Hirsch, 1847-1918). Jelisaveta Reska was born in Bad Vöslau (today Austria) on 4 October 1877. She married three times:
Graf Eugen zu Hardegg auf Glatz und im Machlande (1873-1936) in Bad Vöslau on 11 February 1889,
Moritz von Remiz (?-1951) in Bratislava (today Slovakia) on 11 April 1911, 
and Fritz Reska (?-1939) in Vienna on 19 July 1926. 
Jelisaveta Reska died in Vienna on 2 December 1954 and was buried in the Viennese Central Cemetery (Wiener Zentralfriedhof, 1110 Vienna).",710,http://www.descopera-romania.ro/timisul-nobiliar-familia-nikolics-castelul-rudna/,https://orthodoxes-wien.oeaw.ac.at/repository/pic/710,Apartment of Baron Teodor Nikolić de Rudna,Here lived Baron Teodor (Fedor) Nikolić de Rudna (1836-1903) in 1900.,16.372365890190025 48.1967704732808,https://orthodoxes-wien.oeaw.ac.at/repository/pic/4458
